,POSIÇÃO,NOME,TIME,JOGOS,PREÇO,MÉDIA,MÍNIMO
185,MEI,Diego,CEA,0,3.0,0.0,0.21
130,MEI,Marcão Silva,CUI,9,2.44,1.04,0.36
231,MEI,Eduardo,AVA,12,4.09,1.99,0.06
123,MEI,Léo Cittadini,CAP,9,4.0,2.28,-0.73
735,MEI,Victor Hugo,FLA,0,2.0,0.0,2.76
42,MEI,Everton Ribeiro,FLA,12,8.33,4.21,3.01
40,MEI,Paulinho,COR,3,10.81,2.93,10.63
38,MEI,Alan Patrick,INT,9,8.58,5.38,6.27
37,MEI,Bruno Silva,AVA,11,7.91,3.63,5.14
756,MEI,Luiz Henrique,SAO,0,1.0,0.0,1.37
757,MEI,Lucas Barbosa,SAN,5,1.65,1.42,0.88
762,MEI,Maicky,CFC,0,1.0,0.0,1.37
45,MEI,Diego,FLA,5,3.08,0.94,0.45
23,MEI,Rodriguinho,CUI,12,6.12,2.22,1.08
15,MEI,Ricardo Goulart,SAN,9,3.7,0.76,2.77
14,MEI,Ganso,FLU,10,6.28,2.81,1.51
12,MEI,Wellington,FLU,10,2.93,0.77,0.14
11,MEI,Edenílson,INT,11,11.75,4.32,7.02
10,MEI,Taison,INT,7,3.92,1.18,0.51
7,MEI,Willian Farias,CFC,10,7.68,3.54,2.84
5,MEI,Renato Augusto,COR,11,7.07,2.78,3.52
19,MEI,Robinho,CFC,10,3.02,0.66,0.31
754,MEI,Nathan Camargo ,BGT,1,0.73,-0.8,1.28
752,MEI,Léo Silva,SAO,0,1.0,0.0,1.37
51,MEI,Camacho,SAN,4,3.26,1.03,0.46
117,MEI,Rafael Gava,CUI,7,2.68,0.39,-0.08
115,MEI,Vina,CEA,9,3.94,1.74,1.42
113,MEI,Gabriel,INT,11,7.2,4.55,7.37
105,MEI,Willian Arão,FLA,12,6.08,2.76,0.42
100,MEI,Fellipe Bastos,GOI,12,3.81,1.75,2.77
98,MEI,Nikão,SAO,4,7.17,3.22,8.47
741,MEI,Hércules,FOR,9,4.22,3.75,1.59
86,MEI,Everton,CUI,7,8.68,2.69,2.51
83,MEI,Auremir,GOI,8,2.0,1.03,2.95
81,MEI,Jorginho,ACG,12,6.26,3.32,4.73
748,MEI,Estevão,INT,1,0.7,-0.6,0.9
64,MEI,Marlos,CAP,4,4.03,0.58,3.14
750,MEI,Breno Bidon,COR,0,1.0,0.0,1.37
60,MEI,Willian,COR,10,14.88,4.78,4.95
59,MEI,Apodi,GOI,9,6.62,3.51,3.39
58,MEI,Giuliano,COR,9,5.05,1.43,1.16
53,MEI,Renato,AVA,4,3.48,1.62,1.41
121,MEI,Wescley,CEA,2,3.48,2.65,2.64
235,MEI,Thiago Maia,FLA,8,4.51,1.16,2.65
215,MEI,Tchê Tchê,BOT,7,4.16,1.23,1.49
243,MEI,Matheus Sales,GOI,10,3.01,1.3,-0.22
360,MEI,Matheus Vargas,FOR,3,4.02,0.87,3.71
358,MEI,Marlon Freitas,ACG,13,8.16,3.99,6.86
673,MEI,Bernardo,CFC,6,2.24,1.65,1.89
342,MEI,Yago Felipe,FLU,10,5.71,1.55,2.17
339,MEI,Patrick,SAO,9,9.73,4.86,8.22
338,MEI,Zaracho,CAM,5,14.08,5.58,11.52
337,MEI,Gustavo Scarpa,PAL,11,13.02,8.35,10.27
336,MEI,Andrey,CFC,6,17.2,9.77,13.65
676,MEI,Du Queiroz,COR,12,5.72,3.36,1.45
704,MEI,Matheus França,FLA,1,1.76,-0.7,2.17
677,MEI,Juninho,BOT,0,1.0,0.0,1.37
330,MEI,Arrascaeta,FLA,9,17.93,8.4,2.86
329,MEI,Kazu,AVA,0,2.0,0.0,2.76
328,MEI,Juan Ramírez,AME,7,5.02,2.24,0.87
319,MEI,Nacho Fernández,CAM,11,12.94,6.06,6.56
361,MEI,Lima,CEA,7,8.73,4.27,1.72
363,MEI,José Welison,FOR,9,5.63,3.71,3.61
365,MEI,Nathan,FLU,6,4.22,1.65,0.37
370,MEI,Felipe Ferreira,BOT,0,4.0,0.0,5.54
405,MEI,Thonny Anderson,CFC,7,3.05,1.46,4.09
659,MEI,Rubens,CAM,10,6.38,4.89,4.51
399,MEI,Nonato,FLU,8,5.54,1.8,-0.17
664,MEI,Kayque,BOT,5,2.34,3.16,0.46
392,MEI,Luan,COR,0,6.0,0.0,8.32
388,MEI,Arias,FLU,8,6.5,3.5,5.63
387,MEI,Régis,CFC,7,3.15,0.53,-0.05
318,MEI,Allan,CAM,9,3.84,1.42,1.21
386,MEI,Pablo García,CFC,1,2.2,0.0,1.38
382,MEI,Rodrigo Fernández,SAN,11,6.07,2.71,3.22
380,MEI,Ronald,FOR,3,3.07,1.0,1.67
379,MEI,Val,CFC,7,3.76,2.3,2.69
377,MEI,Matheus Galdezani,AVA,3,2.71,0.43,1.42
373,MEI,Liziero,INT,3,3.79,1.0,1.3
372,MEI,Igor Gomes,SAO,11,5.8,1.82,2.28
371,MEI,Boschilia,INT,3,4.91,2.3,5.41
767,MEI,Pablo Maia,SAO,10,4.06,1.61,0.29
682,MEI,Fabinho,PAL,4,1.4,0.78,-0.41
334,MEI,Zé Ricardo,AME,7,1.88,0.43,1.51
313,MEI,Lucas Fernandes,BOT,7,3.91,2.27,3.05
289,MEI,Bassani,JUV,0,4.0,0.0,5.54
287,MEI,Maycon,COR,8,4.96,1.34,2.54
284,MEI,Zé Rafael,PAL,11,14.27,6.46,6.66
283,MEI,Matheusinho,AME,4,0.77,0.15,0.88
280,MEI,Raul,BGT,7,6.72,2.79,3.94
692,MEI,Jader,CAP,0,4.0,0.0,5.54
693,MEI,Osorio,CUI,2,1.78,0.85,1.5
268,MEI,Matheus Fernandes,CAP,8,4.04,2.07,1.5
266,MEI,Yuri Lima,JUV,10,3.73,1.33,0.81
263,MEI,Barreto,BOT,2,2.59,2.4,2.92
260,MEI,Erick,CAP,9,4.97,1.25,5.03
253,MEI,Jean,JUV,9,3.76,2.16,1.55
699,MEI,Luciano,BGT,0,2.0,0.0,2.76
701,MEI,Kevyn ,AME,0,1.0,0.0,1.37
246,MEI,Matheus Jussa,FOR,8,1.01,0.29,0.0
291,MEI,Otávio,CAM,10,3.79,1.36,0.64
292,MEI,Luís Oyama,BOT,11,7.94,3.35,5.78
281,MEI,Shaylon,ACG,11,3.61,0.93,2.39
298,MEI,Lucas Kal,AME,11,2.38,1.14,0.59
310,MEI,Raniele,AVA,12,8.99,3.39,2.57
308,MEI,Jobson,SAN,0,4.0,0.0,5.54
307,MEI,Atuesta ,PAL,9,1.74,0.29,0.13
305,MEI,Vinícius Leite,AVA,4,3.18,1.3,0.09
601,MEI,Luan Dias,GOI,5,1.85,-0.04,0.07
299,MEI,Raphael Veiga,PAL,7,15.94,6.25,8.41
681,ATA,Daniel Cruz,BOT,0,1.0,0.0,1.37
620,ATA,Vitinho,BOT,0,1.0,0.0,1.37
758,ATA,Wesley,COR,1,0.73,-0.3,0.18
760,ATA,Weliton,JUV,0,1.0,0.0,0.07
761,ATA,Pedro Junqueira,GOI,6,1.95,1.27,-0.16
723,ATA,John Mercado,CAP,0,3.0,0.0,4.15
634,ATA,Sávio,CAM,6,4.4,2.78,8.75
763,ATA,José López,PAL,0,7.0,0.0,9.71
663,ATA,Gustavo Santos,AVA,0,2.0,0.0,2.76
731,ATA,Petterson,FLA,0,1.0,0.0,1.37
766,ATA,Vitor Roque,CAP,8,5.94,3.64,6.09
655,ATA,Matheus Cadorini,INT,2,2.26,1.4,0.1
662,ATA,John Kennedy,FLU,4,3.06,0.98,1.53
603,ATA,Luiz Henrique,FLU,13,10.53,6.52,6.79
661,ATA,Samuel Granada,FLU,0,3.0,0.0,4.15
625,ATA,Igor Torres,FOR,4,1.77,-0.08,-0.08
660,ATA,Jeffinho,BOT,1,0.73,-0.3,-0.16
725,ATA,Rwan,SAN,7,4.28,4.2,4.32
707,ATA,Bruninho,BGT,0,3.0,0.0,4.15
678,ATA,Giovani,PAL,1,2.11,0.2,2.85
765,ATA,Sebastian Joffre,BOT,0,2.0,0.0,2.76
736,ATA,Reginaldo,GOI,0,1.0,0.0,1.37
675,ATA,Gustavo Nescau,CUI,0,3.0,0.0,4.15
740,ATA,Pedro Igor ,CEA,0,2.0,0.0,2.76
739,ATA,Vitor Hugo,GOI,1,0.73,-0.1,1.26
743,ATA,Gabryel Martins,FLU,0,1.0,0.0,1.37
647,ATA,Felipe Augusto,COR,2,1.34,-0.05,0.23
615,ATA,Kawê,AME,2,0.73,-0.2,0.65
714,ATA,Jean,ACG,0,1.0,0.0,1.37
624,ATA,Ângelo,SAN,4,5.05,3.15,1.38
637,ATA,Luiz Filipe,GOI,2,2.2,1.2,2.59
724,ATA,Dentinho,AVA,8,1.22,0.89,0.46
671,ATA,Matheus Martins,FLU,5,3.07,2.9,5.74
670,ATA,Marcelinho,FLU,0,1.0,0.0,1.37
630,ATA,Marcos Leonardo,SAN,10,13.73,7.6,8.65
730,ATA,Adyson,AME,0,1.0,0.0,1.37
650,ATA,Gabriel Novaes,BGT,0,4.0,0.0,5.54
712,ATA,Rikelmi,BOT,1,1.46,0.0,0.9
691,ATA,Depietri,FOR,7,1.86,0.21,-0.07
753,ATA,Giovane,COR,2,1.76,1.25,2.03
643,ATA,Davi Araújo,CAP,0,3.0,0.0,4.15
688,ATA,João Victor,CEA,2,0.75,0.4,0.34
695,ATA,Sorriso,BGT,10,5.1,1.9,2.02
729,ATA,José Hugo,CFC,3,1.34,0.2,0.64
768,ATA,Caio,SAO,0,1.0,0.0,1.37
594,ATA,Vinícius Jaú,AVA,0,1.0,0.0,1.37
247,ATA,Bryan Angulo,SAN,10,4.17,2.41,2.25
240,ATA,Leandro Barcia,ACG,1,2.86,0.3,3.21
239,ATA,Eder,SAO,12,6.3,1.63,0.38
237,ATA,Pedro Rocha,CAP,6,2.77,1.38,1.55
232,ATA,Carlos Eduardo,BGT,4,4.45,1.85,0.2
230,ATA,David,INT,11,4.85,1.95,-1.08
221,ATA,Rony,PAL,12,10.79,5.96,0.51
213,ATA,Luiz Fernando ,ACG,10,4.48,2.73,2.17
208,ATA,Léo Baptistão ,SAN,10,11.48,6.01,11.57
199,ATA,Aloísio,AME,9,5.15,3.34,1.87
197,ATA,Berrío ,AME,0,3.0,0.0,4.15
194,ATA,Robson,FOR,10,7.73,3.67,9.78
187,ATA,Romarinho,FOR,5,2.36,1.24,0.98
179,ATA,Keno,CAM,7,6.93,2.54,2.37
177,ATA,Gustavo Sauer,BOT,3,5.23,1.73,5.07
248,ATA,Diego Gonçalves,BOT,9,7.91,2.42,4.21
176,ATA,Pedro Henrique,INT,9,4.17,2.57,1.58
249,ATA,Calleri,SAO,13,24.63,7.92,3.17
251,ATA,Róger Guedes,COR,11,14.27,4.81,2.76
315,ATA,Marcinho,AVA,3,3.74,2.43,3.07
314,ATA,Matheus Babi,CAP,4,3.09,-0.05,-0.34
602,ATA,Índio,GOI,0,2.0,0.0,2.76
304,ATA,Everaldo ,AME,8,8.64,4.73,3.41
302,ATA,Júnior Moraes,COR,6,5.07,0.43,3.23
297,ATA,Wanderson,INT,10,4.1,3.53,0.26
296,ATA,Bruno Tubarão,BGT,8,4.02,1.76,-0.26
288,ATA,Renato Kayzer,FOR,6,4.08,1.25,2.43
279,ATA,Breno Lopes,PAL,7,3.97,1.09,3.17
275,ATA,Erick,CEA,10,2.57,0.91,1.04
272,ATA,Rômulo ,AVA,7,2.75,1.07,0.85
267,ATA,André Luís,CUI,9,3.65,1.26,3.35
264,ATA,Bruno Henrique,FLA,8,14.9,5.88,5.58
258,ATA,Mendoza,CEA,11,12.99,7.7,3.02
257,ATA,Iury Castilho,CEA,6,2.01,2.28,1.07
250,ATA,Leandrinho,BGT,0,4.0,0.0,5.54
172,ATA,Neilton,CFC,3,3.68,0.74,1.98
171,ATA,Morato,AVA,12,10.27,3.43,1.3
169,ATA,Nicolas,GOI,7,4.2,1.7,2.09
62,ATA,Felipe Azevedo,AME,12,5.97,2.5,1.42
57,ATA,Léo Gamalho,CFC,8,13.05,6.29,0.95
47,ATA,Vargas,CAM,6,6.71,3.13,-0.44
46,ATA,Wellington Paulista,AME,5,4.44,0.2,0.13
35,ATA,André,CUI,9,3.77,2.62,1.47
34,ATA,Ytalo,BGT,10,7.48,3.31,1.42
33,ATA,Hulk,CAM,11,20.41,7.63,6.26
31,ATA,Fred,FLU,4,4.53,0.5,4.03
30,ATA,Marcelo Cirino,CAP,8,3.76,1.27,0.07
29,ATA,Alan,FLU,0,8.0,0.0,
26,ATA,Henrique Almeida,AME,7,2.09,0.65,-0.38
22,ATA,Muriqui,AVA,11,10.2,5.75,0.27
20,ATA,Elton,CUI,7,4.18,1.91,1.59
17,ATA,Vinicius,GOI,5,4.34,2.42,1.68
16,ATA,Dudu,PAL,12,11.43,4.91,0.87
66,ATA,Willian,FLU,11,3.63,0.92,1.13
74,ATA,Marinho,FLA,5,5.83,3.02,1.01
80,ATA,Jael,CEA,0,6.0,0.0,8.32
88,ATA,Dentinho,CEA,1,4.62,1.2,4.51
164,ATA,Guilherme Parede,JUV,7,2.32,1.01,0.53
151,ATA,Edinho,JUV,2,2.32,0.45,2.8
150,ATA,Gabriel,FLA,11,9.47,2.99,0.7
148,ATA,Luciano,SAO,10,11.18,4.74,1.9
141,ATA,Zé Roberto,CEA,6,4.34,1.65,1.05
134,ATA,Óscar Ruíz,JUV,8,9.47,5.12,2.97
128,ATA,Cano,FLU,13,13.1,5.75,6.85
317,ATA,Artur,BGT,8,8.57,6.47,7.42
127,ATA,Silvio Romero,FOR,12,3.64,0.75,1.63
124,ATA,Jonathan Cafu,CUI,6,2.23,0.38,0.03
118,ATA,William Alves,CFC,0,1.0,0.0,1.37
108,ATA,Eduardo Sasha,CAM,11,5.87,3.46,0.39
102,ATA,William Pottker,AVA,10,4.36,2.37,0.81
101,ATA,Copete,AVA,6,2.42,0.7,0.91
97,ATA,Vitinho,FLA,5,5.02,1.28,1.03
93,ATA,Ricardo Bueno,JUV,8,4.47,0.95,0.34
125,ATA,Jenison,CUI,6,4.0,1.98,0.51
322,ATA,Dadá Belmonte,GOI,11,3.91,1.79,1.28
311,ATA,Pedro,FLA,10,7.02,2.02,0.51
446,ATA,Toró,SAO,1,7.2,7.9,8.33
447,ATA,Vitinho,CAP,7,3.96,1.97,2.21
448,ATA,Helinho,BGT,10,4.02,1.49,-0.57
454,ATA,Gabriel Veron,PAL,8,6.02,4.77,4.8
456,ATA,Julimar,CAP,0,2.0,0.0,2.76
460,ATA,Gonzalo,BGT,0,2.0,0.0,2.76
461,ATA,Tailson,SAN,0,3.0,0.0,4.15
472,ATA,Gabriel Silva,PAL,0,3.0,0.0,4.15
583,ATA,David,FOR,0,3.0,0.0,4.15
582,ATA,Rômulo,CAP,3,3.2,1.7,1.82
476,ATA,Jan Hurtado,BGT,7,3.99,1.4,3.53
477,ATA,Cléber,CEA,8,4.2,3.17,4.16
580,ATA,Felipe Felício,CAM,0,2.0,0.0,2.76
497,ATA,Vinícius Lopes,BOT,9,6.35,3.72,12.79
576,ATA,Caio Vidal,INT,3,1.98,0.6,1.98
500,ATA,Moisés,FOR,12,5.6,3.39,1.67
501,ATA,Reinaldo,CAP,0,3.0,0.0,4.15
505,ATA,Igor Paixão,CFC,12,14.4,6.84,1.28
532,ATA,Clayton,CFC,9,3.41,1.68,4.07
562,ATA,Matheus Nascimento,BOT,9,3.68,0.59,-0.08
552,ATA,Welliton,BGT,2,1.24,-0.2,1.07
564,ATA,Erison,BOT,12,13.72,6.26,8.19
530,ATA,Juan,SAO,0,1.0,0.0,1.37
565,ATA,Paulo Baya,AVA,0,3.0,0.0,4.15
548,ATA,Alexandre Jesus,FLU,2,0.73,-0.15,0.26
525,ATA,Merentiel,PAL,0,5.0,0.0,6.93
516,ATA,Airton,ACG,11,6.69,3.78,9.5
514,ATA,Gabriel Silva,FOR,0,2.0,0.0,2.76
574,ATA,Allanzinho,SAN,0,2.0,0.0,2.76
513,ATA,Adrián Martínez,CFC,10,4.05,2.68,1.14
511,ATA,Fabrício,CFC,10,7.53,4.53,2.5
510,ATA,Rafael Navarro,PAL,11,3.88,1.36,0.2
522,ATA,Wesley,PAL,8,3.98,1.89,1.08
536,ATA,Léo Pereira,ACG,12,6.83,2.68,5.07
441,ATA,Luan Silva,PAL,0,2.0,0.0,2.76
436,ATA,Canobbio,CAP,7,5.33,2.47,4.96
326,ATA,Wesley Moraes,INT,5,2.75,0.56,1.69
333,ATA,Capixaba,JUV,6,4.68,1.92,1.28
592,ATA,Victor Sá,BOT,11,8.71,2.97,2.46
340,ATA,Alemão,INT,12,6.48,3.15,2.74
341,ATA,Gustavo Mosquito,COR,5,3.96,1.76,6.49
353,ATA,Alesson,CUI,7,4.85,3.29,2.39
357,ATA,Pedro Raul,GOI,11,8.97,5.55,2.67
366,ATA,Bissoli,AVA,12,8.3,5.58,4.36
368,ATA,Churín,ACG,13,5.21,2.67,3.02
375,ATA,Paulinho Moccelin,JUV,8,5.27,1.6,0.96
376,ATA,Pedrinho,AME,9,4.68,1.9,0.41
378,ATA,Matheus Peixoto,CEA,5,5.68,1.64,0.07
590,ATA,Pitta,JUV,11,3.33,1.76,1.61
391,ATA,Jhojan Julio,SAN,10,6.23,2.52,2.53
393,ATA,Cuello,CAP,12,7.42,3.17,2.81
586,ATA,Renato Junior,GOI,6,0.73,0.73,-0.1
396,ATA,Carlos de Pena,INT,12,5.43,3.71,1.14
432,ATA,Caio Paulista,FLU,11,4.47,1.93,4.04
430,ATA,Matheusinho,GOI,1,0.73,0.0,0.46
585,ATA,Gustavo Maia,INT,0,2.0,0.0,2.76
427,ATA,Alerrandro,BGT,8,4.52,2.2,2.91
424,ATA,Vitor Gabriel,JUV,8,3.08,1.86,1.79
423,ATA,Fábio Gomes,CAM,2,3.24,0.5,1.26
439,ATA,Marquinhos,CUI,6,5.82,3.67,6.49
418,ATA,Everton,FLA,0,15.0,0.0,1.06
409,ATA,Rigoni,SAO,9,2.89,0.28,0.94
404,ATA,Alef Manga,CFC,12,9.67,3.75,6.27
401,ATA,Felipe Marques,CUI,12,3.41,0.99,3.4
400,ATA,Léo Passos,AME,0,2.0,0.0,2.76
398,ATA,Paulinho Bóia,AME,4,6.92,4.35,6.79
397,ATA,Lucas Braga,SAN,11,4.21,1.82,0.08
416,ATA,Ademir,CAM,12,11.95,4.13,5.65
542,ATA,Carlos Alberto,AME,3,2.01,1.43,2.54
323,TEC,Rogério Ceni,SAO,13,11.46,4.09,2.99
41,TEC,Vagner Mancini,AME,12,6.92,3.65,2.67
49,TEC,Dorival Júnior,FLA,12,7.64,3.94,2.27
153,TEC,Fernando Diniz,FLU,9,9.7,4.31,6.38
65,TEC,Luiz Felipe Scolari,CAP,8,8.67,4.68,4.4
84,TEC,Vítor Pereira,COR,12,12.53,5.51,6.34
87,TEC,Eduardo Barroca,AVA,13,7.75,3.54,2.11
622,TEC,Abel Ferreira,PAL,12,13.02,6.71,4.58
94,TEC,Jorginho,ACG,7,8.46,4.55,4.73
112,TEC,Antonio Mohamed,CAM,12,12.75,5.5,5.44
140,TEC,Maurício Barbieri,BGT,12,10.81,4.46,4.21
494,TEC,Juan Vojvoda,FOR,12,7.76,3.38,5.06
325,TEC,Marquinhos Santos,CEA,3,4.26,3.8,4.53
638,TEC,António Oliveira,CUI,3,6.26,3.39,3.54
224,TEC,Gustavo Morínigo,CFC,13,10.88,4.63,2.46
395,TEC,Umberto Louzer,JUV,6,5.56,2.9,1.95
273,TEC,Jair Ventura,GOI,12,5.15,3.27,1.68
335,TEC,Luís Castro,BOT,13,8.59,3.98,3.55
551,TEC,Fabián Bustos,SAN,12,10.2,4.43,3.74
0,TEC,Mano Menezes,INT,11,8.39,4.59,2.83
