,POSIÇÃO,NOME,TIME,JOGOS,PREÇO,MÉDIA,MÍNIMO
687,MEI,Fernandinho,CAP,0,10.0,0.0,1.41
686,MEI,Lucas Fernandes,BOT,8,3.52,2.11,1.23
684,MEI,Kelvi,JUV,0,1.0,0.0,1.21
47,MEI,Hyoran,BGT,10,7.87,5.4,2.91
49,MEI,Otávio,CAM,12,3.8,1.29,0.97
609,MEI,Matheus Araújo,COR,0,1.0,0.0,1.21
51,MEI,Gustavo Scarpa,PAL,13,12.53,8.11,6.48
57,MEI,Paulinho,COR,3,10.81,2.93,9.72
58,MEI,Yago Pikachu,FOR,12,9.72,5.08,0.77
671,MEI,Rivas,CUI,5,2.11,0.86,0.16
59,MEI,Renato Augusto,COR,11,7.07,2.78,4.39
668,MEI,Lincon,GOI,0,1.0,0.0,1.21
60,MEI,Terans,CAP,13,9.34,4.69,2.73
663,MEI,Luan Dias,GOI,7,2.16,0.52,1.13
676,MEI,Maicky,CFC,0,1.0,0.0,1.21
73,MEI,Nikão,SAO,4,7.17,3.22,8.78
386,MEI,Fellipe Bastos,GOI,14,3.82,1.78,2.52
378,MEI,Auremir,GOI,8,2.0,1.03,2.92
403,MEI,Roni,COR,6,0.76,-0.63,-0.15
342,MEI,Du Queiroz,COR,13,5.79,3.25,2.36
337,MEI,Miguel Figueira,GOI,0,4.0,0.0,4.77
216,MEI,Barreto,BOT,2,2.59,2.4,3.16
410,MEI,Giuliano,COR,11,4.85,1.4,0.37
412,MEI,Renato,AVA,4,3.48,1.62,1.9
332,MEI,Caio,GOI,11,3.09,1.7,1.23
416,MEI,Liziero,INT,4,3.68,0.98,1.19
330,MEI,Diego,GOI,12,6.25,3.21,2.18
420,MEI,Luan,COR,0,6.0,0.0,7.15
329,MEI,Marlon,JUV,3,2.68,-0.4,1.02
211,MEI,Luciano,BGT,0,2.0,0.0,2.4
210,MEI,Praxedes,BGT,8,7.75,3.08,1.63
328,MEI,Nonato,FLU,9,7.5,2.74,8.63
260,MEI,Pablo García,CFC,1,2.2,0.0,1.38
425,MEI,Geovane,CEA,9,0.93,0.49,0.06
209,MEI,Macaé,AVA,0,1.0,0.0,1.21
208,MEI,Breno,BOT,0,4.0,0.0,4.77
325,MEI,Gabriel Menino,PAL,7,5.57,4.2,0.0
262,MEI,Thiago Maia,FLA,10,4.65,1.47,2.95
323,MEI,Wescley,CEA,2,3.48,2.65,2.77
429,MEI,Jobson,SAN,0,4.0,0.0,4.77
322,MEI,Willian Farias,CFC,11,8.07,3.69,4.96
264,MEI,Pepê,CUI,10,6.19,3.33,4.25
318,MEI,Robinho,CFC,10,3.02,0.66,0.77
343,MEI,André,FLU,12,7.43,3.69,5.23
401,MEI,Lucas Crispim,FOR,11,2.16,0.0,0.83
400,MEI,Gustavo Mantuan,COR,13,9.2,4.36,0.93
250,MEI,Rodriguinho,CUI,14,6.29,2.08,2.56
372,MEI,Boschilia,INT,3,4.91,2.3,5.28
370,MEI,Calebe,CAM,6,3.1,1.93,4.67
369,MEI,Apodi,GOI,9,6.62,3.51,3.76
368,MEI,Atuesta ,PAL,11,1.99,0.34,1.54
236,MEI,Jadsom Silva,BGT,10,3.97,1.34,1.16
375,MEI,Ruan,COR,0,2.0,0.0,2.4
235,MEI,Régis,CFC,7,3.15,0.53,0.49
241,MEI,Miguel,BGT,6,6.08,2.75,1.28
383,MEI,Bruno Gomes,INT,0,4.0,0.0,4.77
228,MEI,Val,CFC,8,3.94,2.47,3.29
363,MEI,Johnny,INT,5,3.39,2.9,1.88
242,MEI,Eric Ramires,BGT,11,3.64,1.04,-0.84
317,MEI,Nathan,FLU,6,4.22,1.65,1.03
361,MEI,Henrique Lordelo,GOI,2,1.76,-0.05,0.72
355,MEI,Xavier,COR,3,1.8,-0.23,-0.11
390,MEI,Ronald,FOR,5,2.29,0.2,-1.46
221,MEI,Juninho,BOT,0,1.0,0.0,1.21
220,MEI,Andrey,CFC,6,17.2,9.77,13.98
352,MEI,Maurício,INT,11,4.13,1.79,0.56
351,MEI,Daniel de Pauli,GOI,0,3.0,0.0,3.59
244,MEI,Thonny Anderson,CFC,8,2.53,1.44,1.32
349,MEI,Lima,CEA,9,10.69,5.37,9.34
397,MEI,Lucas Lima,FOR,12,3.93,2.31,2.46
217,MEI,Emiliano Martínez,BGT,0,4.0,0.0,4.77
347,MEI,Martinelli,FLU,5,4.37,1.14,3.81
247,MEI,Everton,CUI,7,8.68,2.69,3.57
356,MEI,Jailson,PAL,1,4.77,0.0,4.97
266,MEI,Marcão Silva,CUI,10,2.48,1.01,0.86
417,MEI,Igor Gomes,SAO,13,5.39,1.7,0.59
433,MEI,Danilo,PAL,11,6.35,2.7,3.1
307,MEI,Richardson,CEA,11,3.02,2.12,0.03
190,MEI,Felipe Ferreira,BOT,0,4.0,0.0,4.77
449,MEI,Patrick de Paula,BOT,10,6.54,3.51,1.63
451,MEI,Darlan,JUV,3,2.21,0.5,1.04
187,MEI,Del Piage,BOT,9,3.15,2.9,2.44
272,MEI,Valdívia,CUI,12,7.16,3.36,8.55
186,MEI,Eduardo,AVA,14,5.63,2.52,6.26
203,MEI,Raul,BGT,9,6.85,3.05,3.91
300,MEI,Fernando Sobral,CEA,7,6.15,1.93,1.67
277,MEI,Camilo,CUI,7,3.72,2.07,2.45
279,MEI,Lázaro,FLA,12,3.8,1.26,1.57
185,MEI,Vinícius Leite,AVA,4,3.18,1.3,0.71
457,MEI,Gabriel,SAO,5,3.49,1.36,0.26
297,MEI,Wellington,FLU,10,2.93,0.77,0.69
281,MEI,Osorio,CUI,4,2.09,2.3,1.56
459,MEI,Bryan García,CAP,3,2.25,0.93,1.98
460,MEI,Rodrigo Lindoso,CEA,8,4.36,2.17,1.78
462,MEI,Fabinho,PAL,4,1.4,0.78,-0.15
282,MEI,Diego,FLA,7,3.04,0.88,0.43
284,MEI,Gomes,FLA,10,10.75,4.59,3.5
285,MEI,Everton Ribeiro,FLA,14,8.97,4.36,5.36
197,MEI,Ênio,BOT,0,2.0,0.0,2.4
445,MEI,Matheus Vargas,FOR,4,3.3,0.65,0.47
303,MEI,Ganso,FLU,12,6.17,2.58,1.35
437,MEI,Felipe,FOR,9,6.74,3.3,6.78
315,MEI,Adson,COR,11,7.45,4.35,0.54
314,MEI,Yago Felipe,FLU,10,5.71,1.55,2.93
434,MEI,Luan,SAO,2,5.04,0.75,1.9
435,MEI,Gabriel Pirani,CUI,3,2.13,0.3,0.77
436,MEI,Vinícius Balieiro,SAN,0,4.0,0.0,4.77
438,MEI,Carlos Sánchez,SAN,1,4.39,-0.3,0.41
201,MEI,Chay,BOT,11,9.7,3.07,3.32
310,MEI,Richard Coelho,CEA,11,4.63,2.2,0.4
442,MEI,Lucas Barbosa,SAN,5,1.65,1.42,1.02
198,MEI,Lucas Evangelista,BGT,12,9.59,3.49,2.8
238,MEI,Matheus Sales,GOI,12,3.16,1.09,1.17
270,MEI,Rafael Gava,CUI,9,2.99,0.76,1.09
10,ATA,Hulk,CAM,12,20.86,7.79,9.89
764,ATA,Reginaldo,GOI,0,1.0,0.0,1.21
762,ATA,Pedro Junqueira,GOI,6,1.95,1.27,-0.35
657,ATA,Reinaldo,CAP,0,3.0,0.0,3.59
658,ATA,Renato Junior,GOI,7,0.99,0.81,1.08
722,ATA,Pedro Igor ,CEA,0,2.0,0.0,2.4
660,ATA,Dadá Belmonte,GOI,13,4.17,1.81,2.42
655,ATA,Everton,FLA,0,15.0,0.0,17.83
738,ATA,Marcinho,AVA,3,3.74,2.43,3.21
360,ATA,Felipe Augusto,COR,3,1.47,0.27,0.95
359,ATA,Caio Vidal,INT,4,2.7,1.9,4.7
665,ATA,Alan,FLU,0,8.0,0.0,9.52
666,ATA,Samuel Granada,FLU,0,3.0,0.0,3.59
667,ATA,Dentinho,AVA,9,1.14,0.8,0.23
358,ATA,Breno Lopes,PAL,8,3.46,1.02,1.0
669,ATA,Weliton,JUV,0,1.0,0.0,1.21
259,ATA,Jan Hurtado,BGT,8,3.31,1.22,0.59
661,ATA,Vitor Hugo,GOI,1,0.73,-0.1,0.9
364,ATA,Erick,CEA,12,2.9,1.55,0.85
653,ATA,José López,PAL,0,7.0,0.0,8.33
28,ATA,Yuri Alberto,COR,0,12.0,0.0,1.7
640,ATA,Sebastian Joffre,BOT,0,2.0,0.0,2.4
68,ATA,Silvio Romero,FOR,14,3.29,0.63,0.45
265,ATA,Jenison,CUI,7,3.55,1.44,-0.55
295,ATA,Vitinho,FLA,6,4.78,1.07,0.67
4,ATA,Dudu,PAL,14,11.8,4.52,3.96
644,ATA,José Hugo,CFC,4,3.41,3.08,9.18
357,ATA,Matheus Cadorini,INT,3,1.74,0.1,-1.61
267,ATA,Felipe Marques,CUI,14,2.75,0.89,0.3
765,ATA,Gustavo Nescau,CUI,0,3.0,0.0,3.59
646,ATA,Churín,ACG,15,5.31,2.63,3.31
647,ATA,Pedro Henrique,INT,9,4.17,2.57,2.18
366,ATA,Índio,GOI,0,2.0,0.0,2.4
65,ATA,Cano,FLU,15,14.88,6.27,14.11
725,ATA,Caio,SAO,0,1.0,0.0,1.21
652,ATA,Jeffinho,BOT,2,0.73,-0.2,0.89
240,ATA,Igor Paixão,CFC,12,14.4,6.84,3.76
759,ATA,Merentiel,PAL,0,5.0,0.0,5.96
757,ATA,Vitor Roque,CAP,10,7.31,4.43,10.8
740,ATA,Juan,SAO,0,1.0,0.0,1.21
8,ATA,Gabriel,FLA,13,11.1,3.83,7.02
306,ATA,Zé Roberto,CEA,8,4.28,1.46,1.11
703,ATA,Wesley,COR,1,0.73,-0.3,0.26
715,ATA,Vásquez,CEA,0,5.0,0.0,0.71
691,ATA,Jonathan Cafu,CUI,7,2.28,0.37,0.67
253,ATA,Elton,CUI,8,4.23,1.91,2.12
257,ATA,Alesson,CUI,8,4.28,2.82,0.21
694,ATA,João Victor,CEA,3,0.89,0.63,0.95
744,ATA,Davi Araújo,CAP,0,3.0,0.0,3.59
696,ATA,Thiago Galhardo,FOR,0,10.0,0.0,1.41
258,ATA,Pedro,FLA,12,9.89,3.72,11.25
35,ATA,Bruno Henrique,FLA,8,14.9,5.88,7.53
698,ATA,Jean,ACG,0,1.0,0.0,1.21
699,ATA,Emersonn,CAP,0,1.0,0.0,1.21
700,ATA,Alan Kardec,CAM,0,9.0,0.0,10.71
305,ATA,Iury Castilho,CEA,7,2.74,2.67,4.09
344,ATA,Jael,CEA,0,6.0,0.0,7.15
334,ATA,Pedro Raul,GOI,13,9.59,5.66,4.47
261,ATA,André,CUI,9,3.77,2.62,2.01
243,ATA,Alef Manga,CFC,13,9.58,3.92,5.76
674,ATA,Kawê,AME,2,0.73,-0.2,0.73
55,ATA,Cuello,CAP,12,7.42,3.17,3.91
353,ATA,Léo Gamalho,CFC,9,14.77,6.79,10.04
271,ATA,André Luís,CUI,11,3.7,1.54,2.89
312,ATA,Gustavo Mosquito,COR,5,3.96,1.76,6.8
53,ATA,Henrique Almeida,AME,9,4.22,1.87,8.54
335,ATA,John Kennedy,FLU,5,2.42,0.42,-0.78
718,ATA,Matheusinho,GOI,1,0.73,0.0,0.48
753,ATA,Gustavo Sauer,BOT,3,5.23,1.73,4.9
681,ATA,Adyson,AME,0,1.0,0.0,1.21
333,ATA,Caio Paulista,FLU,13,4.14,2.13,1.38
683,ATA,William Pottker,AVA,11,4.18,2.15,0.57
245,ATA,William Alves,CFC,0,1.0,0.0,1.21
275,ATA,Marquinhos,CUI,6,5.82,3.67,6.9
750,ATA,Gabryel Martins,FLU,0,1.0,0.0,1.21
754,ATA,Vinícius Jaú,AVA,0,1.0,0.0,1.21
711,ATA,Giovane,COR,3,1.42,0.9,0.35
180,ATA,Matheus Nascimento,BOT,11,3.81,0.81,0.38
635,ATA,Óscar Ruíz,JUV,10,8.66,4.05,0.5
520,ATA,Lucas Braga,SAN,13,5.29,2.11,4.88
521,ATA,Capixaba,JUV,8,5.35,2.47,3.71
139,ATA,Willian,FLU,12,3.71,0.99,1.78
204,ATA,Paulo Baya,AVA,0,3.0,0.0,3.59
527,ATA,Matheus Peixoto,CEA,7,5.74,1.35,1.24
528,ATA,Victor Sá,BOT,11,8.71,2.97,3.48
137,ATA,Carlos Eduardo,BGT,6,4.72,1.4,2.29
206,ATA,Bruninho,BGT,0,3.0,0.0,3.59
288,ATA,Fred,FLU,5,5.26,2.0,6.69
428,ATA,Rômulo,CAP,5,4.2,3.86,4.16
136,ATA,David,INT,11,4.85,1.95,-0.2
535,ATA,Ângelo,SAN,6,5.1,2.62,1.82
519,ATA,Tailson,SAN,0,3.0,0.0,3.59
134,ATA,Pedro Rocha,CAP,6,2.77,1.38,1.72
424,ATA,Léo Baptistão ,SAN,12,10.43,5.91,5.18
542,ATA,Clayton,CFC,9,3.41,1.68,4.31
543,ATA,Rwan,SAN,9,3.74,3.38,1.9
421,ATA,Sorriso,BGT,11,4.73,1.75,0.8
419,ATA,Wesley,PAL,9,5.93,2.95,9.04
212,ATA,Luiz Fernando ,ACG,11,4.4,2.65,2.04
550,ATA,Allanzinho,SAN,0,2.0,0.0,2.4
213,ATA,Rikelmi,BOT,1,1.46,0.0,0.91
71,ATA,Wellington Paulista,AME,6,4.53,0.32,1.31
123,ATA,Carlos Alberto,AME,3,2.01,1.43,2.68
413,ATA,Wesley Moraes,INT,6,2.83,0.83,2.04
121,ATA,Pablo,CAP,9,5.69,4.39,1.68
538,ATA,Neilton,CFC,3,3.68,0.74,2.94
150,ATA,Airton,ACG,13,5.57,3.71,2.89
200,ATA,Gabriel Novaes,BGT,1,2.99,0.1,0.51
444,ATA,Eder,SAO,14,6.22,1.49,0.85
178,ATA,Felipe Felício,CAM,0,2.0,0.0,2.4
467,ATA,Marcos Guilherme,SAO,1,5.44,1.9,4.62
177,ATA,Erison,BOT,13,12.25,5.82,2.59
469,ATA,Júnior Moraes,COR,8,4.98,0.71,3.0
470,ATA,Wanderson,INT,10,4.1,3.53,0.93
182,ATA,Copete,AVA,7,2.12,0.51,-0.15
183,ATA,Vinícius Lopes,BOT,11,5.73,4.3,7.01
476,ATA,Ricardo Bueno,JUV,10,4.91,1.15,2.61
477,ATA,Pedrinho,AME,11,6.23,2.63,6.73
478,ATA,Luan Silva,PAL,0,2.0,0.0,2.4
479,ATA,Guilherme Parede,JUV,8,2.18,0.86,0.31
480,ATA,Toró,SAO,1,7.2,7.9,8.84
484,ATA,Alemão,INT,12,6.48,3.15,3.68
168,ATA,Fábio Gomes,CAM,4,3.01,0.5,0.43
455,ATA,John Mercado,CAP,1,2.17,-0.2,0.26
167,ATA,Eduardo Sasha,CAM,13,7.87,3.85,9.31
454,ATA,Giovani,PAL,1,2.11,0.2,2.44
166,ATA,Rômulo ,AVA,7,2.75,1.07,1.27
492,ATA,Julimar,CAP,0,2.0,0.0,2.4
165,ATA,Ademir,CAM,14,10.97,3.69,2.07
494,ATA,Gabriel Silva,PAL,0,3.0,0.0,3.59
495,ATA,Marcelo Cirino,CAP,9,3.69,1.12,0.43
498,ATA,Pitta,JUV,12,3.51,1.84,2.48
160,ATA,Morato,AVA,14,10.49,3.18,3.65
446,ATA,Rafael Navarro,PAL,13,4.34,1.49,2.37
153,ATA,Léo Pereira,ACG,14,6.46,2.68,3.02
506,ATA,Vitinho,CAP,7,3.96,1.97,2.67
215,ATA,Muriqui,AVA,13,10.13,4.88,1.79
119,ATA,Matheus Babi,CAP,5,3.07,-0.12,0.36
214,ATA,Gonzalo,BGT,0,2.0,0.0,2.4
117,ATA,Ytalo,BGT,10,7.48,3.31,2.55
89,ATA,Rigoni,SAO,11,2.86,0.33,1.07
88,ATA,Róger Guedes,COR,12,13.57,4.38,1.62
409,ATA,Gabriel Veron,PAL,10,5.23,3.99,1.14
603,ATA,Matheus Martins,FLU,7,2.78,2.7,3.65
224,ATA,Alerrandro,BGT,10,5.6,3.33,5.6
605,ATA,Alexandre Jesus,FLU,3,1.31,1.03,2.72
607,ATA,Bryan Angulo,SAN,10,4.17,2.41,2.66
387,ATA,Vinicius,GOI,7,4.69,2.27,3.47
772,ATA,David,FOR,0,1.97,-1.0,4.43
84,ATA,Felipe Azevedo,AME,14,6.1,2.42,2.31
81,ATA,Mendoza,CEA,11,12.99,7.7,4.47
226,ATA,Welliton,BGT,2,1.24,-0.2,0.98
613,ATA,Jhojan Julio,SAN,10,6.23,2.52,3.37
91,ATA,Calleri,SAO,15,24.09,7.13,3.91
614,ATA,Daniel Cruz,BOT,2,0.76,0.5,0.04
230,ATA,Helinho,BGT,12,4.07,1.1,0.93
464,ATA,Luciano,SAO,12,13.87,5.74,13.18
76,ATA,Marinho,FLA,7,6.43,3.64,2.67
621,ATA,Aloísio,AME,10,5.2,3.23,2.45
622,ATA,Luiz Filipe,GOI,2,2.2,1.2,2.61
377,ATA,Gustavo Maia,INT,0,2.0,0.0,2.4
74,ATA,Marcos Leonardo,SAN,12,12.51,6.6,3.74
625,ATA,Canobbio,CAP,8,5.14,2.66,3.69
628,ATA,Gabriel Silva,FOR,0,2.0,0.0,2.4
72,ATA,Artur,BGT,10,7.85,5.75,3.57
632,ATA,Petterson,FLA,0,1.0,0.0,1.21
633,ATA,Adrián Martínez,CFC,10,4.05,2.68,1.69
237,ATA,Bruno Tubarão,BGT,8,4.02,1.76,0.45
79,ATA,Keno,CAM,7,6.93,2.54,3.49
597,ATA,Marcelinho,FLU,0,1.0,0.0,1.21
531,ATA,Vitor Gabriel,JUV,8,3.08,1.86,2.08
402,ATA,Cléber,CEA,9,3.31,2.76,0.17
572,ATA,Carlos de Pena,INT,12,5.43,3.71,1.95
404,ATA,Moisés,FOR,14,5.63,3.31,1.41
578,ATA,Vitinho,BOT,0,1.0,0.0,1.21
399,ATA,Igor Torres,FOR,4,1.77,-0.08,0.31
580,ATA,Gustavo Santos,AVA,1,1.65,0.9,0.91
104,ATA,Rony,PAL,14,11.68,6.13,3.63
584,ATA,Fabrício,CFC,11,7.7,4.45,3.78
101,ATA,Berrío ,AME,0,3.0,0.0,3.59
406,ATA,Romarinho,FOR,7,4.25,4.47,5.21
396,ATA,Edinho,JUV,4,1.59,0.0,-0.44
100,ATA,Vargas,CAM,8,8.43,4.28,6.29
113,ATA,Nicolas,GOI,8,3.81,1.51,0.68
407,ATA,Robson,FOR,10,7.73,3.67,10.27
96,ATA,Everaldo ,AME,10,8.04,4.15,0.79
115,ATA,Bissoli,AVA,14,8.02,5.56,1.49
591,ATA,Dentinho,CEA,2,3.62,0.2,-0.08
116,ATA,Léo Passos,AME,0,2.0,0.0,2.4
222,ATA,Leandrinho,BGT,0,4.0,0.0,4.77
219,ATA,Diego Gonçalves,BOT,9,7.91,2.42,4.73
405,ATA,Depietri,FOR,8,1.76,0.11,-0.04
626,TEC,Vagner Mancini,AME,14,7.64,3.74,5.73
707,TEC,Luiz Felipe Scolari,CAP,10,9.47,4.98,6.53
763,TEC,António Oliveira,CUI,5,6.24,2.97,3.29
564,TEC,Dorival Júnior,FLA,14,8.26,4.29,3.78
32,TEC,Abel Ferreira,PAL,14,12.85,6.3,4.13
1,TEC,Marquinhos Santos,CEA,5,3.85,3.16,1.98
93,TEC,Maurício Barbieri,BGT,14,10.53,4.27,3.16
758,TEC,Jorginho,ACG,9,8.17,4.15,3.21
483,TEC,Eduardo Barroca,AVA,15,8.01,3.49,3.36
485,TEC,Vítor Pereira,COR,14,11.6,5.11,2.19
143,TEC,Umberto Louzer,JUV,8,5.33,3.13,2.52
99,TEC,Rogério Ceni,SAO,15,11.46,4.06,3.19
606,TEC,Mano Menezes,INT,12,8.44,4.5,3.71
724,TEC,Marcelo Fernandes,SAN,0,10.3,0.0,
507,TEC,Luís Castro,BOT,15,9.15,4.09,5.75
20,TEC,Antonio Mohamed,CAM,14,12.67,5.38,4.95
223,TEC,Gustavo Morínigo,CFC,14,11.36,4.69,5.62
730,TEC,Fernando Diniz,FLU,11,10.61,4.95,8.56
651,TEC,Jair Ventura,GOI,14,5.52,3.35,2.7
87,TEC,Juan Vojvoda,FOR,14,7.44,3.4,2.94
